x,y,Oxygen,quiescenceThreshold,hypoxiaThreshold,PointType
0.284893,-0.275995,0.20634164852845607,0.5,0.3,Necrotic
0.522783,-1.2009,0.20686294339498446,0.5,0.3,Necrotic
-2.15309,-2.73273,0.21631751808754965,0.5,0.3,Necrotic
8.00987,-0.0908214,0.2516118288075596,0.5,0.3,Necrotic
2.30446,5.77685,0.23441686715052656,0.5,0.3,Necrotic
-0.20588,0.797386,0.2058161743838205,0.5,0.3,Necrotic
0.170796,0.0367044,0.20635890259662698,0.5,0.3,Necrotic
-0.160445,-0.972571,0.20725443359211593,0.5,0.3,Necrotic
-1.23731,-3.06264,0.21505596578579908,0.5,0.3,Necrotic
-1.73051,10.4734,0.2771767695282529,0.5,0.3,Viable tumour cell
6.49949,-8.60592,0.2836101394799067,0.5,0.3,Necrotic
-2.72167,3.46694,0.22124850608523317,0.5,0.3,Necrotic
0.302669,-0.550264,0.20652826561313095,0.5,0.3,Necrotic
-2.1935,3.27695,0.217907077482559,0.5,0.3,Necrotic
3.70339,1.17803,0.21906117279961568,0.5,0.3,Necrotic
0.855523,0.270459,0.2061794929227547,0.5,0.3,Necrotic
0.673433,-0.94406,0.20648939311135317,0.5,0.3,Necrotic
1.4622,-0.262845,0.20694454877711843,0.5,0.3,Necrotic
-12.6165,13.6533,0.8277475410730752,0.5,0.3,Viable tumour cell
0.0347091,-0.656583,0.20685828418164792,0.5,0.3,Necrotic
0.159778,0.0511882,0.20634459511125106,0.5,0.3,Necrotic
-2.26913,18.7445,0.8307428725719999,0.5,0.3,Viable tumour cell
3.89617,-0.607865,0.21810038656251615,0.5,0.3,Necrotic
0.121519,3.77135,0.21672058319424148,0.5,0.3,Necrotic
-1.65604,-2.07701,0.21194855319179098,0.5,0.3,Necrotic
-1.12076,4.58698,0.22398076571497622,0.5,0.3,Necrotic
0.0431404,-0.165675,0.20647133967538273,0.5,0.3,Necrotic
0.193652,0.0115647,0.20638395912254143,0.5,0.3,Necrotic
1.20305,-8.89289,0.2744644742530123,0.5,0.3,Necrotic
0.807758,-0.608706,0.206302156071819,0.5,0.3,Necrotic
-5.30123,2.91238,0.2324829797593344,0.5,0.3,Necrotic
-5.64905,9.28546,0.2863495935283409,0.5,0.3,Viable tumour cell
4.0172,1.17587,0.2212133449491292,0.5,0.3,Necrotic
-6.2208,-1.87695,0.23189899292821659,0.5,0.3,Necrotic
1.10609,14.5521,0.4406114857381237,0.5,0.3,Viable tumour cell
-4.82118,-2.00579,0.22326881882321004,0.5,0.3,Necrotic
-3.70245,-0.685386,0.2144991809427247,0.5,0.3,Necrotic
7.06187,13.4236,0.483547797980436,0.5,0.3,Viable tumour cell
-1.36563,3.52018,0.21697516490737645,0.5,0.3,Necrotic
