x,y,Oxygen,quiescenceThreshold,hypoxiaThreshold,PointType
-0.484272,0.126203,0.25705349696013247,0.5,0.3,Necrotic
0.167847,-0.00467221,0.2573721156088447,0.5,0.3,Necrotic
0.439206,-0.188925,0.25736001549578846,0.5,0.3,Necrotic
0.0676063,-0.0180321,0.2573106315395826,0.5,0.3,Necrotic
3.95565,3.69179,0.26455251052833384,0.5,0.3,Necrotic
0.508124,0.43791,0.25790888987869653,0.5,0.3,Necrotic
-0.0368231,-0.422069,0.2571057819154792,0.5,0.3,Necrotic
7.75062,-16.4406,0.7851851541529755,0.5,0.3,Viable tumour cell
0.15132,0.0292256,0.25739164091976324,0.5,0.3,Necrotic
-0.617463,-0.881372,0.25701432076390385,0.5,0.3,Necrotic
-3.28017,-1.23281,0.25859624991643476,0.5,0.3,Necrotic
-1.25268,1.14644,0.2561937313325952,0.5,0.3,Necrotic
0.0120193,0.14646,0.25735884206756593,0.5,0.3,Necrotic
-0.625168,-0.0991335,0.2570371309105123,0.5,0.3,Necrotic
-2.30167,3.1989,0.2549423330653685,0.5,0.3,Necrotic
0.982484,4.71876,0.26361843980221367,0.5,0.3,Necrotic
-0.0695763,0.088683,0.25725333929062066,0.5,0.3,Necrotic
-0.206171,0.114773,0.25717692425319516,0.5,0.3,Necrotic
2.18119,1.26469,0.25998406920959266,0.5,0.3,Necrotic
0.536404,1.7628,0.25867568995984613,0.5,0.3,Necrotic
0.168412,0.26099,0.25755068672627024,0.5,0.3,Necrotic
-10.245,-10.1682,0.4704770124916923,0.5,0.3,Viable tumour cell
-3.12229,7.23142,0.26945785799867344,0.5,0.3,Necrotic
-3.01989,4.64886,0.2587669815761005,0.5,0.3,Necrotic
-4.59407,0.110891,0.25665103346364965,0.5,0.3,Necrotic
-0.0511871,-0.031168,0.25727447472425785,0.5,0.3,Necrotic
-0.246202,1.01801,0.2574308593630314,0.5,0.3,Necrotic
1.31872,0.819548,0.2586821701942012,0.5,0.3,Necrotic
-1.62084,6.54432,0.26700042494935117,0.5,0.3,Necrotic
4.64371,-13.8577,0.46989015507178195,0.5,0.3,Viable tumour cell
16.0448,5.5579,0.6532270835694113,0.5,0.3,Viable tumour cell
0.980335,0.643986,0.25831743738521185,0.5,0.3,Necrotic
-3.11314,-0.619982,0.2572137393399978,0.5,0.3,Necrotic
-9.14998,3.8615,0.2748695318521305,0.5,0.3,Viable tumour cell
-8.60852,-1.85556,0.2715894500923218,0.5,0.3,Necrotic
0.0733993,0.158481,0.2574214509037472,0.5,0.3,Necrotic
-0.213957,0.117996,0.25717285054000016,0.5,0.3,Necrotic
0.147247,0.734781,0.2577132099849346,0.5,0.3,Necrotic
-0.0465003,-0.0338287,0.2572769983157186,0.5,0.3,Necrotic
17.9762,4.14013,0.804621300703305,0.5,0.3,Viable tumour cell
7.80082,12.8904,0.4867358594745739,0.5,0.3,Viable tumour cell
-1.17407,0.822483,0.2566115282878353,0.5,0.3,Necrotic
-4.40999,1.61609,0.25448334032542663,0.5,0.3,Necrotic
5.68807,-1.31727,0.2637605128311248,0.5,0.3,Necrotic
-3.68042,-13.4019,0.4331259097626004,0.5,0.3,Viable tumour cell
-0.395734,0.650544,0.2571327652724457,0.5,0.3,Necrotic
0.255553,-0.147335,0.25730088399347234,0.5,0.3,Necrotic
-2.12091,-0.676949,0.25716709779265623,0.5,0.3,Necrotic
1.14839,0.137491,0.25798172996941454,0.5,0.3,Necrotic
-6.7428,1.65915,0.25977324965707754,0.5,0.3,Necrotic
7.48206,-1.13245,0.26891133292862646,0.5,0.3,Necrotic
0.786375,-0.0772838,0.2576259085190216,0.5,0.3,Necrotic
3.42982,0.559932,0.2604147180152383,0.5,0.3,Necrotic
0.0448452,-0.0477446,0.2572760845660664,0.5,0.3,Necrotic
0.180183,0.440478,0.2576309481850602,0.5,0.3,Necrotic
5.63861,13.9177,0.48192948443612466,0.5,0.3,Viable tumour cell
-0.340375,0.725991,0.25721903178296784,0.5,0.3,Necrotic
-0.0229671,-0.191504,0.25720827519643497,0.5,0.3,Necrotic
-0.0127295,-0.0420032,0.25727447725357216,0.5,0.3,Necrotic
0.00525756,0.0227399,0.25730479511248394,0.5,0.3,Necrotic
-2.94396,4.0422,0.25651315802345565,0.5,0.3,Necrotic
0.891215,0.222694,0.2579250839819993,0.5,0.3,Necrotic
-17.8012,-1.1014,0.757079425327006,0.5,0.3,Viable tumour cell
-0.118949,-0.283224,0.25718594096928477,0.5,0.3,Necrotic
-9.99408,4.53335,0.2931690327248809,0.5,0.3,Viable tumour cell
0.151993,0.221927,0.25752012947114455,0.5,0.3,Necrotic
-5.90189,8.29188,0.286795338819548,0.5,0.3,Viable tumour cell
-0.729469,-0.75164,0.2570964067351735,0.5,0.3,Necrotic
5.6388,12.2708,0.3945538294444424,0.5,0.3,Viable tumour cell
-3.70241,9.52498,0.289855468344981,0.5,0.3,Viable tumour cell
4.65948,10.5929,0.3197660078823531,0.5,0.3,Viable tumour cell
0.34925,-1.25933,0.2566774521801436,0.5,0.3,Necrotic
13.2715,6.75142,0.4942379440933323,0.5,0.3,Viable tumour cell
1.34118,-7.31918,0.2641006289230241,0.5,0.3,Necrotic
0.232299,-0.0935209,0.25733272175389144,0.5,0.3,Necrotic
-0.629805,-1.06425,0.25691062775095386,0.5,0.3,Necrotic
-8.76672,-1.04918,0.27046747738295196,0.5,0.3,Necrotic
1.46762,-3.38205,0.2576824846507913,0.5,0.3,Necrotic
3.99501,5.76293,0.26745268791785987,0.5,0.3,Necrotic
1.26031,0.389226,0.2582434927503115,0.5,0.3,Necrotic
6.34086,-1.76419,0.26618476155112036,0.5,0.3,Necrotic
-1.36019,-17.4293,0.7590241423928188,0.5,0.3,Viable tumour cell
-0.73069,4.91701,0.2613085021095207,0.5,0.3,Necrotic
0.559722,11.0175,0.3054465549252915,0.5,0.3,Viable tumour cell
0.202485,-0.486727,0.2570995558611672,0.5,0.3,Necrotic
-0.868975,1.28855,0.2568369287159475,0.5,0.3,Necrotic
-0.791526,2.14451,0.2570034347236762,0.5,0.3,Necrotic
-1.02073,-12.5791,0.36617600699246655,0.5,0.3,Viable tumour cell
14.2005,-9.20845,0.718174051843736,0.5,0.3,Viable tumour cell
0.724574,-0.462728,0.25728245882364886,0.5,0.3,Necrotic
-1.48569,-4.88978,0.25989713569533557,0.5,0.3,Necrotic
0.0966905,-0.042788,0.2573052783268066,0.5,0.3,Necrotic
11.5687,-2.26841,0.3319539843903321,0.5,0.3,Viable tumour cell
5.02253,-1.94904,0.2625540574315013,0.5,0.3,Necrotic
-11.2189,-12.4388,0.6669496008219242,0.5,0.3,Viable tumour cell
10.6666,-0.243259,0.2996416577584461,0.5,0.3,Viable tumour cell
-0.582929,0.164042,0.2570025151485037,0.5,0.3,Necrotic
10.6151,-5.61548,0.34533476326349544,0.5,0.3,Viable tumour cell
-7.13145,-10.2407,0.3619171691852685,0.5,0.3,Viable tumour cell
-5.78173,2.40556,0.25693844276552263,0.5,0.3,Necrotic
-0.0491864,0.0938986,0.2572764171320852,0.5,0.3,Necrotic
-5.88993,0.31138,0.2581690589656476,0.5,0.3,Necrotic
