x,y,Oxygen,quiescenceThreshold,hypoxiaThreshold,PointType
6.96879,-5.73862,0.2880552587797658,0.5,0.3,Viable tumour cell
-0.46759,2.47239,0.2723532199963443,0.5,0.3,Necrotic
-0.239696,-0.532534,0.2714112877541156,0.5,0.3,Necrotic
-1.91343,-0.488353,0.2713311488148311,0.5,0.3,Necrotic
-0.930794,-1.08559,0.2706653564147415,0.5,0.3,Necrotic
-1.02441,0.555278,0.271976278923203,0.5,0.3,Necrotic
-0.4835,0.218671,0.27194562677878253,0.5,0.3,Necrotic
-2.10304,-3.45816,0.2663808413846226,0.5,0.3,Necrotic
4.09776,-9.97988,0.3213675643878894,0.5,0.3,Viable tumour cell
-1.27383,0.943321,0.2722079700308306,0.5,0.3,Necrotic
-0.538747,-0.434857,0.2714117690755291,0.5,0.3,Necrotic
0.263494,-3.87322,0.26624054835719013,0.5,0.3,Necrotic
-2.13009,-1.87306,0.2697490061984395,0.5,0.3,Necrotic
-3.05348,1.19674,0.27290315983240526,0.5,0.3,Necrotic
-4.24827,1.18308,0.27393356788196527,0.5,0.3,Necrotic
-0.134016,-0.203034,0.2717441502330309,0.5,0.3,Necrotic
-2.44576,0.374976,0.2722146650866253,0.5,0.3,Necrotic
14.3742,1.05394,0.5051308330148767,0.5,0.3,Viable tumour cell
-0.533985,-0.678171,0.27118948884667443,0.5,0.3,Necrotic
-2.11937,1.91858,0.27251792551650045,0.5,0.3,Necrotic
-0.0652739,-0.683907,0.27132562293045454,0.5,0.3,Necrotic
2.99497,6.09341,0.2788093092429383,0.5,0.3,Necrotic
0.9458,-2.50581,0.26982368108903065,0.5,0.3,Necrotic
0.369769,0.146866,0.2722999449974728,0.5,0.3,Necrotic
-10.9269,-0.277853,0.3105111523117172,0.5,0.3,Viable tumour cell
-5.58656,4.30346,0.2755100908544937,0.5,0.3,Necrotic
-15.1153,2.1379,0.5209470221776771,0.5,0.3,Viable tumour cell
-0.335032,3.85641,0.27147581846940083,0.5,0.3,Necrotic
-0.0323752,-0.407504,0.27158803108308033,0.5,0.3,Necrotic
7.55175,9.76682,0.4109372663117101,0.5,0.3,Viable tumour cell
8.68606,8.36622,0.3930425468832509,0.5,0.3,Viable tumour cell
2.33366,3.34327,0.27452417468913587,0.5,0.3,Necrotic
0.457637,-0.258858,0.272044790555748,0.5,0.3,Necrotic
-7.18832,-1.28124,0.2774201698553415,0.5,0.3,Necrotic
-0.340785,-0.719928,0.27120961884139844,0.5,0.3,Necrotic
-10.0627,-0.382551,0.2935381319886499,0.5,0.3,Viable tumour cell
-1.50657,-0.773467,0.2710214052860283,0.5,0.3,Necrotic
-6.50221,8.06307,0.30452352718719966,0.5,0.3,Viable tumour cell
-0.0886788,0.255248,0.2720770215994617,0.5,0.3,Necrotic
-0.478992,-0.486011,0.2713816082876415,0.5,0.3,Necrotic
-0.501424,-0.919286,0.27097905948808254,0.5,0.3,Necrotic
2.87938,-5.61477,0.27172079984843556,0.5,0.3,Necrotic
-3.10134,-3.14004,0.26830379909396446,0.5,0.3,Necrotic
12.8692,0.277809,0.41554677262008854,0.5,0.3,Viable tumour cell
-16.1022,4.31177,0.6706869343390822,0.5,0.3,Viable tumour cell
-0.540066,-0.524809,0.27132796009611104,0.5,0.3,Necrotic
-0.573687,-1.2456,0.2705696062700602,0.5,0.3,Necrotic
-8.41848,-0.184133,0.28041333850985634,0.5,0.3,Necrotic
-0.552918,-0.550981,0.27129998977612546,0.5,0.3,Necrotic
-0.124232,-0.254408,0.2717001725983716,0.5,0.3,Necrotic
-16.5634,-7.35842,0.8348517146050478,0.5,0.3,Viable tumour cell
-1.3246,-0.50743,0.27124798938341255,0.5,0.3,Necrotic
5.89072,0.934647,0.28341944792580354,0.5,0.3,Necrotic
1.35284,-4.04321,0.26794127858918665,0.5,0.3,Necrotic
-10.8046,-4.6029,0.33885588051579424,0.5,0.3,Viable tumour cell
-1.15747,3.60127,0.2717650111623956,0.5,0.3,Necrotic
-0.613383,-0.576288,0.2712591277210604,0.5,0.3,Necrotic
7.2713,-1.87675,0.2862750038957478,0.5,0.3,Necrotic
4.75213,-8.27479,0.29284527090036516,0.5,0.3,Viable tumour cell
-1.90321,-0.861983,0.27098331066612813,0.5,0.3,Necrotic
12.8479,-10.0908,0.6917143666766127,0.5,0.3,Viable tumour cell
11.8673,7.63112,0.49553432365948663,0.5,0.3,Viable tumour cell
-1.13887,1.57011,0.27229811417672933,0.5,0.3,Necrotic
0.0818758,-0.418142,0.271644129481766,0.5,0.3,Necrotic
-1.35434,-0.457967,0.27129718068962605,0.5,0.3,Necrotic
-2.14693,1.37401,0.27244914519154323,0.5,0.3,Necrotic
-1.73255,0.576077,0.27206675825024296,0.5,0.3,Necrotic
0.905578,1.26037,0.27315165722308976,0.5,0.3,Necrotic
-0.0773888,-0.0251234,0.27192447855080154,0.5,0.3,Necrotic
2.09162,1.59182,0.2746264512967944,0.5,0.3,Necrotic
-0.283019,0.755319,0.27228085984602424,0.5,0.3,Necrotic
1.77324,2.50092,0.2740738099204797,0.5,0.3,Necrotic
0.383942,-1.17429,0.2710966386295944,0.5,0.3,Necrotic
2.0593,-3.49707,0.2704667007658097,0.5,0.3,Necrotic
-0.347956,-0.77116,0.27116065702043757,0.5,0.3,Necrotic
-5.71285,-1.7406,0.2742059441728084,0.5,0.3,Necrotic
-0.724008,-0.85422,0.2709713588922088,0.5,0.3,Necrotic
15.9312,-8.48531,0.8927341066771297,0.5,0.3,Viable tumour cell
-0.625848,-0.422509,0.2713981711660197,0.5,0.3,Necrotic
7.40179,-4.98995,0.2882723647683231,0.5,0.3,Viable tumour cell
9.74097,5.77734,0.3533922460335833,0.5,0.3,Viable tumour cell
1.15672,15.7819,0.659777732445326,0.5,0.3,Viable tumour cell
17.8267,1.27955,0.8439422366978404,0.5,0.3,Viable tumour cell
-2.18504,1.07057,0.27242322181614426,0.5,0.3,Necrotic
8.88349,-8.53937,0.385560109500979,0.5,0.3,Viable tumour cell
-0.00430702,0.688679,0.27232438316716306,0.5,0.3,Necrotic
-0.467416,-0.233553,0.2716189906693839,0.5,0.3,Necrotic
-0.436551,-0.826855,0.2710830590552649,0.5,0.3,Necrotic
-0.588915,-0.147941,0.271663451568654,0.5,0.3,Necrotic
2.62247,3.01189,0.27555550473910045,0.5,0.3,Necrotic
-1.79391,1.44179,0.272362329513005,0.5,0.3,Necrotic
-0.382067,-0.57115,0.27133307116391747,0.5,0.3,Necrotic
-0.152614,-0.738181,0.27124970198261783,0.5,0.3,Necrotic
