x,y
2.3193333333333332,249.14866666666666
2.590875,308.7826875
2.4173333333333336,569.0206666666667
5.372181818181818,705.3273818181818
3.0744000000000002,717.4188
2.7506440677966104,791.0194576271186
2.8156153846153846,904.932
5.275038461538462,1022.8486153846153
1.701,1108.8
4.92588679245283,1119.258
2.646,1239.549230769231
1.4926153846153847,1347.4246153846154
7.696161290322581,798.835935483871
6.4114615384615385,1003.5124615384615
14.919614457831326,414.5293734939759
11.443384615384616,1037.9104615384615
12.533684210526317,1059.6301578947368
10.969875,1472.60925
13.23,831.3845806451613
12.13632,1151.22168
15.361500000000001,786.8175
19.704533333333334,1011.4449333333333
16.9344,1279.4586000000002
17.300769230769234,805.6052307692307
19.761,260.379
21.068150943396226,1070.5483018867924
21.658,305.13933333333335
20.58,772.2645
20.6325,1112.454
22.3685,461.99649999999997
23.558347826086955,943.7655652173914
23.474769230769233,1037.706923076923
25.6536,1242.7128
29.0913,1046.3313
28.462875000000004,1087.781625
27.021272727272727,1222.1713636363636
29.25549152542373,904.3788813559321
29.66133333333333,265.972
30.87,916.6815000000001
35.999793103448276,186.9941379310345
33.19527272727272,797.6220000000001
31.726799999999997,1126.9944
34.7563125,813.9481875
34.126615384615384,100.85330769230768
36.21545454545455,282.18654545454547
35.114625000000004,703.28475
37.97688461538461,845.8549615384615
38.649692307692305,1294.5046153846154
39.249,87.20039999999999
43.767169811320755,1071.263886792453
46.33314893617021,1381.6623829787236
45.864,714.4600909090909
48.006,971.82225
49.08210810810811,368.00854054054054
51.717866666666666,1058.5894666666668
52.356500000000004,349.2475
51.476727272727274,1169.5720909090908
61.85189552238806,586.3588656716419
58.41245454545455,104.31654545454545
59.59252173913043,698.1605217391304
59.00580000000001,737.7489
59.6232,1064.0448000000001
66.29700000000001,553.9449999999999
67.50692307692307,849.8409230769231
68.061,1104.117
71.469,1017.5400000000001
68.8780465116279,1076.04
71.0304,1124.9812
71.91828000000001,179.08128
72.37232876712329,1181.1913150684932
73.92466666666667,1032.1686666666667
78.56717647058824,159.24423529411766
77.959,1168.8705
79.87852173913043,429.47647826086956
81.144,747.7111764705883
80.574375,916.6919999999999
79.67399999999999,973.14
83.06006896551725,600.5507586206896
87.64012173913044,525.257843478261
