x,y
91.88364705882353,524.5824705882353
138.8191304347826,976.9108695652175
167.06117647058824,547.0475294117647
167.4973125,599.4016875
179.34,605.346
247.842,764.253
264.348,1077.678
330.8856923076923,874.944
334.33552173913046,46.305
362.0801739130435,252.13695652173914
399.252,158.172
412.44525,466.081875
417.4913076923077,495.78576923076923
418.3001052631579,472.5198947368421
420.44556521739133,479.0410434782609
426.00600000000003,213.18458823529414
432.621,658.413
481.50143999999995,1353.48192
542.283,314.0655
544.9831578947369,375.4534736842105
564.4359000000001,606.6396
573.6969,328.1922
595.8792,302.5848
597.169125,1466.490375
653.9012307692308,17.572153846153846
670.0554000000001,198.3177
672.6028235294118,189.26682352941177
698.6656551724138,782.1515172413792
701.7885,139.4505
737.2450909090909,1080.5836363636365
741.0172,685.6864
743.575,725.249
789.096,927.7905000000001
793.8653333333333,938.35
811.7585,63.994
816.732,900.1692
823.3317931034483,323.23779310344827
872.705076923077,744.1366153846154
872.298,802.0165263157894
894.894,932.19
902.3661818181819,914.7141818181817
921.69,868.1285454545455
961.3065,1008.861
990.452076923077,870.9410769230769
992.8674000000001,1304.919
1050.5273333333334,542.9526666666667
1085.154,733.4156666666667
1091.286,1148.175
1137.8200909090908,1080.5301818181817
1146.8205,830.5683750000001
1177.596,1077.8670000000002
1223.0626153846154,1108.674
1275.5724545454545,496.2452727272727
1316.4808695652175,1071.8217391304347
1321.778769230769,1393.085076923077
1330.107882352941,712.0852941176471
1336.0095000000001,1138.5149999999999
1357.4568,1194.9336
1363.4838000000002,1207.5021
1369.452,270.774
1419.894,974.295
