x,y,PanCK+,CAIX+,Pimo+,Necrosis,Celltype
3319.14,1021.98,0,0,0,0,CD8
3318.50,2059.00,1,0,0,0,CD8
3321.69,3539.11,1,0,0,0,CD8
3321.97,1151.37,0,0,0,0,CD8
3324.16,533.85,0,0,0,0,CD8
3319.92,1072.35,0,0,0,0,CD8
3321.00,1776.21,1,0,1,0,CD8
3324.35,1874.96,1,0,1,0,CD8
3321.58,1916.39,1,0,1,0,CD8
3325.49,2496.19,1,0,0,0,CD8
3327.22,548.18,0,0,0,0,CD8
3324.73,1053.04,0,0,0,0,CD8
3331.73,1098.15,1,0,0,0,CD8
3329.26,1133.73,0,0,0,0,CD8
3326.09,3097.89,0,0,0,0,CD8
3324.37,3122.72,0,0,0,0,CD8
3327.56,3734.92,1,0,0,0,CD8
3328.65,1117.08,0,0,0,0,CD8
3328.57,974.57,1,0,0,0,CD8
3325.27,1296.86,1,0,0,0,CD8
3326.92,2256.33,1,0,0,0,CD8
3324.55,2875.08,0,0,0,0,CD8
3330.00,3577.36,0,0,0,0,CD8
3329.31,4040.90,1,0,1,0,CD8
3332.15,3034.38,0,0,0,0,CD8
3333.82,3197.19,0,0,0,0,CD8
3330.97,3256.13,0,0,0,0,CD8
3334.78,1037.42,0,0,0,0,CD8
3330.58,1267.47,1,0,0,0,CD8
3335.80,3782.24,1,0,0,0,CD8
3341.67,1084.60,0,0,0,0,CD8
3330.88,1608.07,0,0,1,0,CD8
3333.24,2130.46,0,0,0,0,CD8
3334.07,2182.52,0,0,0,0,CD8
3334.31,2565.30,1,0,0,0,CD8
3334.56,3624.14,1,0,0,0,CD8
3334.03,3797.09,0,0,0,0,CD8
3337.24,327.33,0,0,0,0,CD8
3338.08,823.80,1,0,0,0,CD8
3337.36,3441.90,1,0,0,0,CD8
3333.65,121.46,0,0,0,0,CD8
3336.78,299.23,0,0,0,0,CD8
3337.93,1936.03,1,0,0,0,CD8
3339.72,97.30,0,0,0,0,CD8
3342.13,978.56,1,0,0,0,CD8
3344.84,1025.34,0,0,0,0,CD8
3342.48,1050.09,0,0,0,0,CD8
3338.55,1552.63,0,0,0,0,CD8
3342.06,1661.35,0,0,0,0,CD8
3342.21,3568.15,0,0,0,0,CD8
3342.39,2411.18,1,0,0,0,CD8
3343.85,3844.64,1,0,0,0,CD8
3341.77,260.13,0,0,0,0,CD8
3344.35,2170.46,0,0,0,0,CD8
3342.13,2535.37,1,0,0,0,CD8
3345.61,3585.88,1,0,0,0,CD8
3347.83,68.42,0,0,0,0,CD8
3348.94,89.26,0,0,0,0,CD8
3345.10,221.49,0,0,0,0,CD8
3354.17,1007.51,0,1,0,0,CD8
3347.73,2377.63,1,0,0,0,CD8
3348.18,1130.06,0,0,0,0,CD8
3349.61,1317.45,1,0,0,0,CD8
3352.40,1107.20,0,0,1,0,CD8
3349.39,2737.44,1,0,0,0,CD8
3352.78,3365.83,1,0,0,0,CD8
3347.55,3534.22,1,0,0,0,CD8
3351.39,282.49,0,0,0,0,CD8
3358.28,994.72,0,1,0,0,CD8
3355.40,2835.53,1,0,0,0,CD8
3354.94,3218.45,1,0,0,0,CD8
3354.20,3595.54,1,0,0,0,CD8
3357.57,1059.33,0,0,0,0,CD8
3357.18,1079.14,0,0,0,0,CD8
3356.15,1377.75,1,0,0,0,CD8
3355.69,1508.50,1,0,0,0,CD8
3360.17,1633.88,1,0,0,0,CD8
3358.83,3384.80,1,0,0,0,CD8
3357.73,3517.07,1,0,0,0,CD8
3361.25,3562.01,0,0,0,0,CD8
3360.94,56.21,0,0,0,0,CD8
3361.01,32.89,0,0,0,0,CD8
3363.13,326.07,0,0,0,0,CD8
3362.76,1621.62,1,0,0,0,CD8
3356.09,2092.96,0,0,0,0,CD8
3361.93,2265.91,1,0,0,0,CD8
3360.15,2954.37,1,0,0,0,CD8
3360.61,250.80,0,0,0,0,CD8
3361.41,504.80,1,0,0,0,CD8
3362.43,1212.64,1,0,0,0,CD8
3360.77,1711.00,1,0,0,0,CD8
3366.07,2027.79,1,0,0,0,CD8
3362.11,3794.61,0,0,0,0,CD8
3362.71,88.52,0,0,0,0,CD8
3365.30,1768.03,1,0,0,0,CD8
3363.47,3135.78,1,0,0,0,CD8
3363.32,3308.01,0,0,0,0,CD8
3367.00,3322.90,0,0,0,0,CD8
3363.21,3411.45,0,0,0,0,CD8
3367.99,1049.22,0,0,0,0,CD8
3367.72,898.00,1,0,0,0,CD8
3363.20,1689.60,1,0,0,0,CD8
3364.74,2067.88,1,0,0,0,CD8
3367.14,3618.90,1,0,0,0,CD8
3370.67,3835.51,1,0,0,0,CD8
3373.89,1095.71,0,0,0,0,CD8
3370.19,3337.07,0,1,0,0,CD8
3370.26,740.05,0,0,0,0,CD8
3379.60,1043.87,0,0,0,0,CD8
3367.86,1660.97,1,0,0,0,CD8
3371.28,2812.92,1,0,0,0,CD8
3373.89,253.01,0,0,0,0,CD8
3380.57,1027.64,0,0,1,0,CD8
3377.77,1112.90,0,0,0,0,CD8
3372.23,1590.86,1,0,0,0,CD8
3373.73,1991.26,1,0,0,0,CD8
3372.04,2555.54,1,0,1,0,CD8
3373.64,2767.10,1,0,0,0,CD8
3374.11,92.55,0,0,0,0,CD8
3377.03,3180.03,1,0,0,0,CD8
3375.86,3519.84,1,0,0,0,CD8
3378.36,1077.78,0,0,0,0,CD8
3378.12,1732.87,1,0,0,0,CD8
3375.85,2215.39,1,0,0,0,CD8
3378.92,3379.54,1,0,0,0,CD8
3381.31,3608.03,1,0,0,0,CD8
3377.58,3807.44,0,0,0,0,CD8
3377.72,414.81,1,0,0,0,CD8
3376.74,68.33,0,0,0,0,CD8
3375.41,299.98,0,0,0,0,CD8
3382.18,553.21,1,0,0,0,CD8
3383.50,1145.35,1,0,0,0,CD8
3382.91,1218.06,1,0,0,0,CD8
3381.57,280.08,0,0,0,0,CD8
3380.32,1132.35,1,0,0,0,CD8
3379.98,2312.65,1,0,0,0,CD8
3382.50,2566.91,1,0,1,0,CD8
3380.07,3560.36,1,0,0,0,CD8
3385.57,469.05,1,0,0,0,CD8
3386.22,820.36,1,0,0,0,CD8
3382.63,1938.62,1,0,0,0,CD8
3383.83,3193.23,1,0,0,0,CD8
3387.41,2001.68,1,0,0,0,CD8
3387.44,1659.72,1,0,0,0,CD8
3390.18,1064.63,0,0,0,0,CD8
3392.20,2416.13,1,0,0,0,CD8
3388.65,185.35,0,0,0,0,CD8
3385.48,3852.48,1,0,0,0,CD8
3391.71,3351.46,1,0,0,0,CD8
3395.12,304.82,0,0,0,0,CD8
3391.98,1579.25,1,0,0,0,CD8
3390.39,2092.25,1,0,0,0,CD8
3392.93,2392.46,0,0,0,0,CD8
3390.92,3532.83,1,0,0,0,CD8
3388.08,3637.13,1,0,0,0,CD8
3393.15,3878.87,1,0,0,0,CD8
3394.65,2444.51,1,0,0,0,CD8
3394.88,991.75,1,0,0,0,CD8
3395.03,2284.89,1,0,0,0,CD8
3396.47,3370.47,1,0,0,0,CD8
3396.43,3444.07,1,0,0,0,CD8
3395.27,1331.26,1,0,0,0,CD8
3398.59,1568.01,1,0,1,0,CD8
3398.26,1650.83,1,0,0,0,CD8
3397.15,42.44,0,0,0,0,CD8
3400.84,2908.90,1,0,0,0,CD8
3399.88,3575.84,0,0,0,0,CD8
3399.12,3805.43,1,0,0,0,CD8
3401.97,1009.07,0,0,0,0,CD8
3398.09,2670.58,1,0,0,0,CD8
3398.53,4102.84,1,0,0,0,CD8
3400.64,253.95,1,0,0,0,CD8
3398.00,2245.86,0,0,0,0,CD8
3395.82,2510.59,1,0,0,0,CD8
3401.82,3157.10,1,0,0,0,CD8
3400.55,3615.84,0,0,0,0,CD8
3402.51,4128.87,0,0,0,0,CD8
3401.31,1088.13,0,0,0,0,CD8
3400.35,1784.09,1,0,1,0,CD8
3404.32,3604.28,0,0,0,0,CD8
3401.22,1373.53,1,0,0,0,CD8
3404.29,617.87,1,0,0,0,CD8
3405.86,2206.29,1,0,0,0,CD8
3404.14,3457.22,1,0,0,0,CD8
3399.45,3514.92,1,0,0,0,CD8
3405.35,1244.63,1,0,0,0,CD8
3407.70,2683.13,1,0,0,0,CD8
3408.96,3590.36,1,0,0,0,CD8
3409.51,3987.16,1,0,0,0,CD8
3410.64,171.96,1,0,0,0,CD8
3406.85,240.94,1,0,0,0,CD8
3412.50,1078.55,0,0,0,0,CD8
3408.88,1275.08,1,0,1,0,CD8
3411.09,3792.51,1,0,0,0,CD8
3411.55,4001.62,1,0,0,0,CD8
3409.50,1330.85,1,0,0,0,CD8
3415.17,1671.37,1,0,0,0,CD8
3412.06,1847.20,1,0,0,0,CD8
3412.46,1442.02,1,0,0,0,CD8
3411.97,2227.95,1,0,0,0,CD8
3411.29,2008.04,1,0,0,0,CD8
3413.45,2705.39,1,0,0,0,CD8
3416.32,1830.78,1,0,0,0,CD8
3415.01,2631.25,1,0,0,0,CD8
3416.45,95.36,0,0,0,0,CD8
3416.56,507.74,0,0,0,0,CD8
3415.51,1344.96,1,0,0,0,CD8
3418.79,8.62,0,0,0,0,CD8
3419.10,279.38,1,0,0,0,CD8
3415.88,207.36,1,0,0,0,CD8
3417.86,1873.85,1,0,0,0,CD8
3423.91,3741.33,1,0,0,0,CD8
3420.89,712.88,1,0,0,0,CD8
3422.68,828.39,1,0,0,0,CD8
3424.42,123.02,1,0,0,0,CD8
3422.96,243.37,1,0,0,0,CD8
3427.57,1001.31,0,0,0,0,CD8
3424.85,1364.26,1,0,0,0,CD8
3423.98,2465.14,1,0,0,0,CD8
3430.67,260.71,1,0,0,0,CD8
3427.89,694.33,1,0,0,0,CD8
3430.18,2066.00,1,0,0,0,CD8
3428.93,2731.02,1,0,0,0,CD8
3429.48,4116.84,1,0,0,0,CD8
3428.62,358.62,1,0,0,0,CD8
3430.83,935.75,0,0,0,0,CD8
3431.25,1881.17,1,0,0,0,CD8
3431.86,1981.13,1,0,0,0,CD8
3431.95,410.04,1,0,0,0,CD8
3429.35,1265.18,1,0,0,0,CD8
3428.79,1822.43,1,0,0,0,CD8
3435.21,316.12,1,0,0,0,CD8
3432.88,1239.06,1,0,1,0,CD8
3435.08,1860.39,1,0,0,0,CD8
3430.43,2664.57,1,0,0,0,CD8
3433.40,4095.17,1,0,1,0,CD8
3437.23,271.46,1,0,0,0,CD8
3437.47,1202.59,1,0,1,0,CD8
3433.78,1392.85,1,0,0,0,CD8
3436.51,2704.28,0,0,0,0,CD8
3441.84,610.42,1,0,0,0,CD8
3439.40,984.48,0,0,0,0,CD8
3441.29,1894.47,1,0,0,0,CD8
3438.56,4348.73,1,0,1,0,CD8
3442.10,698.60,1,0,0,0,CD8
3443.25,726.95,1,0,0,0,CD8
3445.82,1068.69,0,0,1,0,CD8
3441.38,1296.73,1,0,0,0,CD8
3443.59,1675.50,1,0,0,0,CD8
3440.24,2095.53,1,0,0,0,CD8
3445.25,2163.34,1,0,0,0,CD8
3442.71,3328.97,1,0,0,0,CD8
3442.35,3365.50,1,0,0,0,CD8
3445.59,2142.33,1,0,0,0,CD8
3442.65,3287.38,0,0,0,0,CD8
3444.80,3440.17,1,0,0,0,CD8
3448.35,956.85,0,0,0,0,CD8
3450.39,972.67,0,1,0,0,CD8
3447.47,2855.20,1,0,0,0,CD8
3448.64,3407.85,1,0,0,0,CD8
3450.10,1701.18,1,0,0,0,CD8
3453.97,443.41,1,0,0,0,CD8
3452.03,914.62,0,0,0,0,CD8
3450.01,944.84,0,0,0,0,CD8
3451.21,1860.08,1,0,0,0,CD8
3453.09,1542.87,0,0,0,0,CD8
3454.38,1610.12,1,0,0,0,CD8
3459.77,2967.97,1,0,0,0,CD8
3454.20,3321.09,1,0,0,0,CD8
3456.33,3621.10,1,0,0,0,CD8
3458.51,932.10,0,0,0,0,CD8
3457.97,478.95,0,0,0,0,CD8
3457.13,692.75,1,0,0,0,CD8
3459.78,1040.54,0,0,0,0,CD8
3457.03,1525.79,0,0,0,0,CD8
3458.10,2342.42,1,0,0,0,CD8
3460.48,3918.34,1,0,0,0,CD8
3462.64,420.08,1,0,0,0,CD8
3460.48,720.93,1,0,0,0,CD8
3468.54,1057.42,0,0,0,0,CD8
3461.91,1505.55,0,0,0,0,CD8
3463.03,2319.30,1,0,0,0,CD8
3461.79,2892.44,1,0,0,0,CD8
3462.10,2926.62,1,0,0,0,CD8
3460.92,3190.19,1,0,0,0,CD8
3463.31,206.08,1,0,0,0,CD8
3463.05,529.88,1,0,0,0,CD8
3463.60,846.31,1,0,1,0,CD8
3463.81,1548.24,0,0,0,0,CD8
3463.26,1783.72,1,0,0,0,CD8
3466.13,2045.24,1,0,0,0,CD8
3467.67,466.02,0,0,0,0,CD8
3464.85,1116.75,0,0,0,0,CD8
3467.75,1622.49,1,0,0,0,CD8
3469.13,446.90,0,0,0,0,CD8
3466.06,1481.76,1,0,0,0,CD8
3467.29,2738.97,0,0,0,0,CD8
3472.83,2093.19,1,0,1,0,CD8
3470.88,3120.86,1,0,0,0,CD8
3477.95,428.72,0,0,0,0,CD8
3474.42,1165.24,1,0,0,0,CD8
3479.07,909.55,1,0,0,0,CD8
3479.36,1537.86,1,0,0,0,CD8
3474.13,4065.94,1,0,0,0,CD8
3476.58,243.24,1,0,0,0,CD8
3484.69,363.58,1,0,0,0,CD8
3481.07,920.88,0,0,0,0,CD8
3476.72,969.63,1,0,0,0,CD8
3477.61,1574.10,1,0,0,0,CD8
3480.14,939.25,0,1,0,0,CD8
3482.57,60.76,1,0,0,0,CD8
3480.99,392.16,1,0,0,0,CD8
3481.90,959.94,0,1,0,0,CD8
3480.89,1501.83,1,0,0,0,CD8
3487.24,1519.55,1,0,0,0,CD8
3486.34,78.70,1,0,0,0,CD8
3483.75,1437.45,1,0,0,0,CD8
3488.43,1489.14,1,0,0,0,CD8
3483.28,3163.29,1,0,0,0,CD8
3487.22,3110.63,0,0,0,0,CD8
3487.35,1468.00,1,0,0,0,CD8
3487.40,2096.53,1,0,1,0,CD8
3487.99,3217.67,1,0,0,0,CD8
3490.84,1332.50,1,0,0,0,CD8
3485.88,3252.42,1,0,0,0,CD8
3491.81,3901.10,1,0,0,0,CD8
3488.70,2699.83,1,0,0,0,CD8
3498.06,931.17,0,0,0,0,CD8
3494.71,660.87,1,0,0,0,CD8
3494.97,2082.72,1,0,1,0,CD8
3498.54,2628.79,1,0,0,0,CD8
3500.11,805.89,1,0,1,0,CD8
3500.21,1478.69,1,0,0,0,CD8
3496.71,2592.72,1,0,0,0,CD8
3501.04,1607.92,1,0,0,0,CD8
3500.89,1641.60,0,0,0,0,CD8
3505.78,1658.37,0,0,0,0,CD8
3497.90,2244.78,1,0,0,0,CD8
3500.30,3128.12,1,0,0,0,CD8
3500.77,3663.13,1,0,1,0,CD8
3501.97,2441.79,1,0,0,0,CD8
3503.62,889.00,1,0,0,0,CD8
3503.45,3698.16,1,0,1,0,CD8
3507.09,1465.89,1,0,0,0,CD8
3504.26,1329.63,1,0,0,0,CD8
3507.42,3683.06,1,0,0,0,CD8
3505.14,3108.11,1,0,0,0,CD8
3505.42,3991.05,1,0,0,0,CD8
3511.09,938.66,0,0,0,0,CD8
3505.78,514.58,1,0,0,0,CD8
3509.87,1621.40,0,0,0,0,CD8
3512.06,1576.98,1,0,0,0,CD8
3510.69,43.03,1,0,0,0,CD8
3512.33,1376.01,0,0,0,0,CD8
3518.39,1587.74,1,0,0,0,CD8
3516.07,896.08,1,0,0,0,CD8
3518.13,1637.97,1,0,0,0,CD8
3514.64,1672.56,0,0,0,0,CD8
3516.63,3806.84,1,0,0,0,CD8
3515.93,1205.11,1,0,0,0,CD8
3515.00,333.50,1,0,0,0,CD8
3514.90,860.88,1,0,0,0,CD8
3517.69,1110.51,1,0,0,0,CD8
3518.13,1707.23,0,0,0,0,CD8
3521.16,1725.64,0,0,0,0,CD8
3518.33,2431.62,1,0,0,0,CD8
3518.18,431.90,0,0,0,0,CD8
3522.93,540.68,1,0,0,0,CD8
3517.88,802.83,1,0,1,0,CD8
3524.15,948.03,0,0,0,0,CD8
3522.56,1529.46,1,0,0,0,CD8
3524.00,1603.11,1,0,0,0,CD8
3521.86,1652.64,1,0,0,0,CD8
3521.77,1692.51,0,0,0,0,CD8
3526.19,1808.81,1,0,0,0,CD8
3519.34,2527.29,1,0,0,0,CD8
3525.91,493.32,0,0,0,0,CD8
3526.35,828.61,1,0,0,0,CD8
3527.65,2269.68,1,0,0,0,CD8
3526.53,1674.36,1,0,0,0,CD8
3532.45,2334.12,1,0,0,0,CD8
3531.49,552.91,1,0,0,0,CD8
3530.33,1352.04,1,0,0,0,CD8
3529.93,1364.44,1,0,0,0,CD8
3528.36,1481.84,1,0,0,0,CD8
3526.44,2404.98,1,0,0,0,CD8
3526.83,3146.29,1,0,1,0,CD8
3535.31,458.96,0,0,0,0,CD8
3533.38,1177.67,1,0,1,0,CD8
3538.69,1339.06,1,0,0,0,CD8
3531.33,2374.35,1,0,0,0,CD8
3535.43,2321.17,1,0,0,0,CD8
3534.36,2964.35,1,0,0,0,CD8
3537.99,1703.26,1,0,0,0,CD8
3533.77,2395.04,1,0,0,0,CD8
3534.83,3772.77,1,0,0,0,CD8
3535.46,1659.38,1,0,0,0,CD8
3535.59,2600.52,1,0,0,0,CD8
3541.43,1688.54,1,0,0,0,CD8
3538.87,1113.13,1,0,1,0,CD8
3538.90,1398.90,1,0,0,0,CD8
3542.87,1625.01,1,0,0,0,CD8
3539.69,1718.17,0,0,0,0,CD8
3537.13,1732.62,0,0,0,0,CD8
3538.07,2656.54,1,0,0,0,CD8
3543.50,1644.94,1,0,0,0,CD8
3542.19,413.90,0,0,0,0,CD8
3544.03,943.44,0,0,0,0,CD8
3544.54,1324.54,0,0,0,0,CD8
3547.03,1668.80,1,0,0,0,CD8
3542.49,2516.33,0,0,0,0,CD8
3540.41,2773.64,1,0,0,0,CD8
3544.25,3781.08,1,0,0,0,CD8
3542.46,2999.94,1,0,0,0,CD8
3547.06,862.50,1,1,0,0,CD8
3549.04,1364.97,1,0,0,0,CD8
3540.68,1794.17,1,0,0,0,CD8
3549.25,546.87,1,0,0,0,CD8
3553.64,917.37,0,0,0,0,CD8
3551.24,1002.84,0,0,0,0,CD8
3546.28,1100.19,1,0,0,0,CD8
3544.28,1160.64,1,0,0,0,CD8
3545.16,1603.52,1,0,0,0,CD8
3546.47,2371.84,0,0,0,0,CD8
3545.48,3250.89,1,0,0,0,CD8
3548.51,3931.50,1,0,0,0,CD8
3552.14,2338.71,0,0,0,0,CD8
3549.60,2324.29,1,0,0,0,CD8
3552.18,2874.26,1,0,0,0,CD8
3549.89,3513.16,1,0,1,0,CD8
3550.16,1071.92,1,0,1,0,CD8
3556.94,1268.00,1,0,1,0,CD8
3549.80,1310.63,0,0,0,0,CD8
3552.04,2399.17,0,0,0,0,CD8
3553.43,3962.23,1,0,0,0,CD8
3553.55,457.42,0,0,0,0,CD8
3552.66,2450.05,0,0,0,0,CD8
3554.62,2485.50,0,0,0,0,CD8
3556.56,1592.93,1,0,0,0,CD8
3555.48,1338.18,1,0,0,0,CD8
3559.33,1634.96,1,0,0,0,CD8
3554.00,2273.50,1,0,0,0,CD8
3555.88,2357.30,0,0,0,0,CD8
3560.59,1616.64,1,0,0,0,CD8
3559.75,1687.47,1,0,0,0,CD8
3562.55,2289.83,0,0,0,0,CD8
3560.81,2311.80,0,0,0,0,CD8
3564.58,1750.77,1,0,0,0,CD8
3560.49,2167.84,1,0,0,0,CD8
3563.02,525.04,1,0,0,0,CD8
3563.20,1871.22,1,0,0,0,CD8
3563.40,3938.46,1,0,0,0,CD8
3560.17,790.45,1,0,1,0,CD8
3563.35,1094.67,1,0,1,0,CD8
3565.26,1718.65,1,0,0,0,CD8
3564.33,1739.10,1,0,0,0,CD8
3567.08,2122.09,1,0,0,0,CD8
3565.40,1524.02,1,0,0,0,CD8
3563.99,1550.80,1,0,0,0,CD8
3567.69,1604.10,1,0,0,0,CD8
3563.34,2608.94,0,0,0,0,CD8
3568.94,909.90,0,1,0,0,CD8
3570.23,783.39,1,0,1,0,CD8
3567.80,1226.53,1,0,1,0,CD8
3569.51,2488.18,0,0,0,0,CD8
3573.53,1538.32,1,0,0,0,CD8
3567.28,3486.04,1,0,1,0,CD8
3574.80,30.42,1,0,0,0,CD8
3577.03,1278.07,1,0,0,0,CD8
3570.45,3542.34,1,0,1,0,CD8
3581.59,1810.82,0,0,0,0,CD8
3573.20,1829.85,1,0,0,0,CD8
3575.22,2547.71,0,0,0,0,CD8
3574.16,2756.65,1,0,0,0,CD8
3577.18,3924.70,0,0,0,0,CD8
3581.61,1794.62,1,0,0,0,CD8
3583.56,1500.53,1,0,0,0,CD8
3576.78,3180.28,1,0,0,0,CD8
3578.23,1762.45,0,0,0,0,CD8
3575.48,2094.57,1,0,1,0,CD8
3575.53,3947.46,1,0,0,0,CD8
3581.24,2577.74,1,0,0,0,CD8
3580.37,1109.13,1,0,0,0,CD8
3579.85,2623.30,0,0,0,0,CD8
3580.51,3881.94,1,0,0,0,CD8
3584.78,1744.18,1,0,0,0,CD8
3582.82,3414.51,1,0,1,0,CD8
3583.99,997.18,0,0,0,0,CD8
3583.22,2997.07,1,0,0,0,CD8
3583.79,3025.50,1,0,0,0,CD8
3582.77,3553.21,1,0,1,0,CD8
3589.76,1646.21,1,0,0,0,CD8
3584.47,1839.34,1,0,0,0,CD8
3591.43,1778.10,0,0,0,0,CD8
3589.23,2029.49,1,0,1,0,CD8
3589.88,2303.46,0,0,0,0,CD8
3589.15,2284.22,0,0,0,0,CD8
3591.08,1758.88,0,1,0,0,CD8
3601.32,2218.53,0,0,0,0,CD8
3590.14,2477.24,1,0,0,0,CD8
3595.69,2562.03,0,0,0,0,CD8
3600.64,3940.94,1,0,0,0,CD8
3595.30,471.68,1,0,0,0,CD8
3596.54,736.40,1,0,1,0,CD8
3595.14,2945.33,1,0,0,0,CD8
3598.03,4245.20,1,0,1,0,CD8
3595.20,1076.56,0,0,0,0,CD8
3597.05,3294.86,1,0,0,0,CD8
3596.80,3862.85,1,0,0,0,CD8
3599.62,864.07,1,0,0,0,CD8
3604.46,1619.11,1,0,0,0,CD8
3599.98,1888.99,1,0,0,0,CD8
3601.90,3480.96,1,0,1,0,CD8
3600.77,1819.97,1,0,0,0,CD8
3604.04,373.17,0,0,0,0,CD8
3601.00,2360.77,0,0,0,0,CD8
3601.55,2539.08,0,0,0,0,CD8
3603.04,2991.14,1,0,0,0,CD8
3606.15,1751.89,1,0,0,0,CD8
3606.93,1807.91,1,0,0,0,CD8
3607.38,2288.43,0,0,0,0,CD8
3609.06,839.01,1,0,0,0,CD8
3608.20,1266.18,1,0,0,0,CD8
3610.70,1248.87,1,0,0,0,CD8
3610.88,663.40,1,0,1,0,CD8
3608.60,1532.57,1,0,0,0,CD8
3610.36,3859.22,1,0,0,0,CD8
3613.27,3894.82,1,0,0,0,CD8
3611.53,2764.32,0,0,0,0,CD8
3613.47,317.41,0,0,0,0,CD8
3610.60,2180.22,0,0,0,0,CD8
3614.32,2924.19,1,0,0,0,CD8
3616.17,3103.71,1,0,0,0,CD8
3614.88,1001.12,0,0,0,0,CD8
3620.18,421.10,0,0,0,0,CD8
3617.11,1782.41,1,0,0,0,CD8
3619.24,1795.52,1,0,0,0,CD8
3618.43,2044.84,1,0,1,0,CD8
3618.46,2857.52,0,0,0,0,CD8
3621.44,2270.35,0,0,0,0,CD8
3620.82,2807.41,1,0,0,0,CD8
3620.63,1723.99,1,0,0,0,CD8
3619.93,2651.61,0,0,0,0,CD8
3624.09,3495.70,1,0,1,0,CD8
3624.49,303.26,0,0,0,0,CD8
3623.68,407.32,0,0,0,0,CD8
3621.73,2419.52,0,0,0,0,CD8
3629.14,2633.18,0,0,0,0,CD8
3621.46,3851.82,1,0,0,0,CD8
3625.87,631.02,1,0,1,0,CD8
3622.70,1744.29,0,0,0,0,CD8
3622.59,1758.22,0,1,0,0,CD8
3624.58,1166.18,1,0,0,0,CD8
3633.06,1021.20,1,0,1,0,CD8
3626.10,2287.35,0,0,0,0,CD8
3628.12,2662.06,0,0,0,0,CD8
3626.87,2907.83,0,0,0,0,CD8
3630.84,326.26,0,0,0,0,CD8
3630.10,4012.13,1,0,0,0,CD8
3628.00,2944.55,0,0,0,0,CD8
3630.47,155.75,1,0,1,0,CD8
3634.32,350.28,0,0,0,0,CD8
3635.78,1565.06,1,0,0,0,CD8
3632.68,2866.79,0,0,0,0,CD8
3633.13,3095.24,1,0,0,0,CD8
3633.11,1718.84,1,0,0,0,CD8
3637.26,288.50,0,0,0,0,CD8
3634.40,1669.58,1,0,0,0,CD8
3636.29,2918.49,0,0,0,0,CD8
3636.05,3290.49,1,0,0,0,CD8
3638.26,1739.53,1,0,0,0,CD8
3636.57,3253.92,1,0,0,0,CD8
3640.95,367.70,0,0,0,0,CD8
3636.65,2593.57,0,0,0,0,CD8
3638.26,3645.38,1,0,1,0,CD8
3639.74,304.11,0,0,0,0,CD8
3639.45,2720.26,0,0,0,0,CD8
3645.22,973.32,0,0,0,0,CD8
3649.59,275.48,0,0,0,0,CD8
3645.21,619.54,1,0,1,0,CD8
3646.00,2246.67,0,0,0,0,CD8
3645.35,2534.91,0,0,0,0,CD8
3642.70,3968.96,1,0,0,0,CD8
3647.65,1730.59,1,0,0,0,CD8
3649.28,122.90,1,0,1,0,CD8
3647.28,775.44,1,0,0,0,CD8
3648.69,1546.73,1,0,0,0,CD8
3647.17,1757.75,1,0,0,0,CD8
3645.32,2648.75,0,0,0,0,CD8
3650.33,2693.41,1,0,0,0,CD8
3653.13,1164.06,1,0,0,0,CD8
3652.97,1664.88,1,0,0,0,CD8
3658.32,2301.54,0,0,0,0,CD8
3655.21,3258.11,1,0,0,0,CD8
3658.29,1071.87,1,0,0,0,CD8
3654.50,1565.42,1,0,0,0,CD8
3650.12,2206.96,0,0,0,0,CD8
3653.28,2670.77,0,0,0,0,CD8
3651.25,2910.05,0,0,0,0,CD8
3657.72,2703.80,0,0,0,0,CD8
3652.71,2718.93,0,0,0,0,CD8
3657.20,1017.82,0,0,0,0,CD8
3658.38,1529.99,1,0,0,0,CD8
3655.74,1778.12,1,0,0,0,CD8
3654.12,1849.70,1,0,0,0,CD8
3654.09,2827.81,0,0,0,0,CD8
3656.47,2933.02,0,0,0,0,CD8
3659.75,392.73,1,0,0,0,CD8
3665.86,408.09,1,0,0,0,CD8
3661.58,538.44,1,0,1,0,CD8
3660.66,776.36,1,0,0,0,CD8
3664.15,972.22,0,0,0,0,CD8
3658.90,1644.16,1,0,0,0,CD8
3657.43,2116.20,0,0,0,0,CD8
3662.04,2157.12,0,0,0,0,CD8
3660.36,2751.49,0,0,0,0,CD8
3667.88,2176.61,0,0,0,0,CD8
3668.15,3306.11,1,0,0,0,CD8
3668.23,1826.34,1,0,0,0,CD8
3671.66,2213.93,0,0,0,0,CD8
3668.49,2561.48,0,0,0,0,CD8
3667.64,3353.82,1,0,0,0,CD8
3667.41,3516.91,1,0,1,0,CD8
3674.12,2359.99,0,0,0,0,CD8
3674.16,2372.23,0,0,0,0,CD8
3674.57,2951.48,0,0,0,0,CD8
3675.93,293.16,0,0,0,0,CD8
3674.12,1275.25,1,0,0,0,CD8
3674.42,2968.53,0,0,0,0,CD8
3677.40,25.35,1,0,0,0,CD8
3675.63,388.93,1,0,0,0,CD8
3673.45,2120.91,0,0,0,0,CD8
3677.05,2245.85,0,0,0,0,CD8
3675.81,2313.06,0,0,0,0,CD8
3675.72,2435.80,0,0,0,0,CD8
3676.29,2786.66,0,0,0,0,CD8
3675.23,2808.42,0,1,0,0,CD8
3676.22,2831.64,0,0,0,0,CD8
3677.44,3269.54,1,0,0,0,CD8
3678.66,4105.29,1,0,0,0,CD8
3682.74,2994.03,1,0,0,0,CD8
