x,y
1.5802500000000002,861.8977500000001
8.292245901639344,734.0553442622951
10.757915492957746,912.8451549295773
16.25018181818182,299.37218181818184
20.696794520547947,863.067205479452
21.54331914893617,646.4403191489362
22.82175,245.0385
29.955333333333332,102.10511111111111
31.066,967.1946666666666
40.50048648648649,210.948972972973
34.51405263157894,590.058
39.85686486486486,993.3036324324323
42.192195652173915,37.849304347826084
42.54853012048193,623.1489397590361
45.6159375,593.1174375
55.698,709.032
67.82353846153846,991.7976923076923
66.90396774193549,198.36464516129033
72.61388811188812,652.9575524475524
80.05806936416185,141.17098265895953
77.6454,238.87499999999997
79.72745454545455,693.5638181818182
81.23446153846155,626.3556923076924
83.02128440366972,796.0737798165138
84.189,39.858
86.14659375,935.34721875
86.61449999999999,1006.761
91.09296,732.80088
94.41766336633664,984.7224356435644
96.97167123287672,625.8031643835617
107.604,999.234870967742
108.87009677419356,640.2253064516129
110.02517647058824,799.1871176470588
109.494,829.1187692307693
115.31839436619717,97.49205633802816
110.91966666666666,478.79533333333336
117.48239999999998,656.74455
122.3947741935484,273.9687096774194
123.462,229.28400000000002
129.88131958762887,201.86888659793814
136.49832,952.7716800000001
136.122,1034.7330000000002
146.88185046728972,700.1184112149532
149.06930769230772,646.325076923077
152.63437974683544,345.6174683544304
153.1464827586207,613.5461379310345
154.91127272727272,929.514409090909
161.99965384615385,114.82961538461538
161.39330935251797,765.5188920863309
169.658511627907,646.4923255813953
166.9460625,979.5988125
172.38715789473684,582.8266315789474
171.92466666666667,603.0266666666666
180.485424,759.01392
179.144,1030.862
187.1591917808219,736.059205479452
182.84538461538463,1031.8721538461539
187.1163,694.0899000000001
188.18917557251908,1477.8414961832061
193.87963636363637,770.6174318181819
193.433625,149.793
204.80693333333332,990.2017999999999
205.59620454545453,589.3965000000001
208.4486017699115,826.1334955752213
209.2741,664.2538000000001
211.91048780487807,799.700487804878
211.65616216216216,339.16475675675673
219.31364788732395,633.0027042253522
219.51216,998.5298399999999
225.7160901639344,750.3831885245902
228.4284130434783,666.4085217391305
225.1149090909091,722.3045454545455
232.537921875,1009.938234375
235.85295348837212,734.7675348837209
235.866676056338,288.9171126760563
236.73784615384616,349.42276923076923
233.73,567.02016
241.57647169811324,220.1006037735849
244.8224470588235,837.6924705882353
248.13981818181816,1121.0735454545454
250.56306382978724,334.05280851063833
250.44315254237287,722.2234576271186
258.3509361702128,783.248840425532
265.69863157894736,553.4704736842106
267.4665,488.1135
272.4784054054054,708.7227567567568
276.8101875,311.4286875
277.683,808.647
282.38,578.6899999999999
288.31181707317074,319.75726829268297
296.90559574468085,864.7728510638298
297.4060975609756,11.648853658536586
299.2185,581.8113
305.9787073170732,221.2099024390244
306.1742727272727,786.7840909090909
310.3848461538461,765.9491538461539
312.36945283018866,821.566358490566
314.4294146341463,799.2139024390244
315.2963661971831,361.53304225352116
319.50882352941176,542.7931764705883
327.40992613636365,753.6113693181818
324.74856521739133,769.9284782608695
326.4963037974684,682.3665569620254
338.9923521126761,734.6252535211269
343.36861363636365,1025.3951590909091
363.3988547368421,761.4241010526316
360.2475,732.3255
356.916,530.67
362.22776470588235,823.0319999999999
384.14319524617997,774.8946519524618
367.4501694915254,518.4067118644068
374.8985504587156,792.4648623853211
379.40700000000004,818.349
383.67,449.82
391.98218181818186,127.43563636363638
399.06971999999996,216.72504
400.19152173913045,573.3511304347826
402.5205882352941,797.212705882353
406.9103414634147,784.9154634146341
410.0869756097561,895.6279756097562
414.83114563106795,394.5280194174757
415.95120000000003,881.8235999999999
421.15500000000003,333.837
428.2254117647059,775.0474117647059
434.187,746.928
436.76209756097563,839.7715609756098
442.5138805970149,808.5438805970149
441.9046153846154,104.48307692307692
445.9833,824.6810250000001
452.5305365853659,391.5219512195122
457.35568421052636,845.1416842105264
470.68947692307694,165.53104615384618
476.42498630136987,388.2672739726027
480.05676923076925,91.47923076923077
480.85632,453.5496
478.0113333333333,1132.5696666666668
484.1743366336634,807.2046534653465
487.8511088082902,437.3303316062176
485.7278644067797,478.67186440677966
495.19709148264985,396.8860883280757
500.3308015564202,881.5641478599222
495.722347826087,1045.9638
519.60825,401.1149423076923
524.0797168141594,458.2419292035398
527.1553636363636,842.2231363636364
525.5816746987952,672.2699638554217
526.8290322580644,163.9856129032258
527.7935675675676,26.67454054054054
534.7505172413793,411.5594482758621
543.7071818181818,896.5759090909091
546.8148,847.224
552.003375,752.33375
550.2096923076923,1229.6813846153848
555.7031748251749,800.6617132867133
553.5292277227722,1212.3395643564356
562.3127999999999,127.7892
564.1125000000001,393.7803333333334
569.0624210526316,876.5488421052631
573.2605074626866,945.9318358208956
