x,y
7.614599999999999,1080.8616
15.485734513274336,1160.0953805309734
31.33361538461539,1050.7559999999999
29.43675,1183.1785
36.351,1033.3148823529411
41.76347368421053,1150.3059473684211
48.85484210526316,1169.512105263158
46.14935294117647,1068.1798235294118
62.6384347826087,1076.4892173913045
62.4290625,1207.843875
74.31849600000001,1005.0472320000001
77.99197319034853,1051.33927077748
75.91932824427481,1185.4820610687023
75.75023076923077,1127.0603076923076
84.14655319148936,1167.0236170212766
86.41996363636363,1028.8129090909092
91.14,913.0905
102.07913551401869,1044.2344205607476
100.949625,1064.8417499999998
98.6701935483871,1126.939935483871
114.82069315068493,1179.7970301369865
103.852,1142.498
111.24380281690141,1104.4254929577464
112.37333333333333,1029.2613333333334
114.80112,1075.11096
120.33095817490495,1135.0099163498098
124.0558134715026,1058.7930155440413
125.12794736842106,1014.2419736842106
127.56927272727272,1037.484
133.37800000000001,1218.3523333333335
129.87760563380283,1079.3940845070424
129.38261538461538,1116.0656599190283
129.7393548387097,1094.0783225806451
136.69303846153846,1026.4953461538462
139.07859677419356,1154.6944838709678
143.0293846153846,1095.414923076923
146.23321621621622,982.691027027027
153.909,1198.3287931034483
147.15945762711866,1212.4809152542373
154.27848648648649,1107.204
161.11706896551726,1089.3992586206896
166.0901968911917,1219.81285492228
162.12215384615385,1031.9852307692306
165.6001914893617,1113.8815531914893
167.49981818181817,1128.9499772727272
173.88564179104478,1037.205671641791
180.677,1240.6625
174.321,1050.462
173.817,1195.614
176.0472,1055.0484000000001
180.88056,1196.41536
184.87,1088.71
186.85036363636362,957.0100909090909
190.76925,1057.43225
198.72358333333335,1211.9027083333335
190.58982352941177,1229.0410588235295
205.7292911392405,1262.1888911392405
196.49426086956524,1190.2014782608696
205.91025000000002,1060.329375
210.98317127071823,1015.6303093922652
207.76392,1170.9079199999999
216.7474909090909,1245.0696872727274
216.22569230769233,1195.681846153846
214.5431076923077,1093.6664307692308
225.24214556962025,1228.1654620253164
222.46245,1069.9983000000002
234.40288732394365,1278.4217323943662
229.7355576923077,1157.625
228.91475675675673,1210.0563243243244
232.32356756756758,1094.7288648648648
232.55934545454548,1252.7206363636362
236.17554545454544,1052.4932727272726
239.29461818181818,1072.6643454545456
236.124,1221.2549999999999
236.9052,1216.278
249.5028629032258,1034.8136129032257
246.75724137931033,1133.8667586206898
243.17475,1265.70675
249.32619310344828,1295.7796551724139
250.6236923076923,995.523576923077
254.40408,1003.6101600000001
263.5082038834952,1220.0971456310679
265.45354838709676,1295.6864516129033
267.8371276595745,1190.1557872340425
264.9661132075472,1002.2515471698113
268.4333076923077,1272.7768846153847
274.24788957055216,1141.6164294478529
272.9583925233645,1037.7430654205607
284.7091086350975,1307.5293760445684
278.9258181818182,1289.1009090909092
279.5274339622641,1048.2153962264151
281.88869491525423,1113.8763050847458
285.6683219178082,1162.3914246575343
281.8181739130435,1204.5819130434782
285.76800000000003,1206.135
295.07223529411766,1104.7251764705884
291.90933333333334,1128.4046666666668
295.8633243243243,1086.016135135135
293.265,1132.488
295.2378947368421,1338.0868421052633
297.70541379310345,1155.906620689655
303.57786666666664,1078.3266666666666
303.71364356435646,1195.1449306930695
305.96115789473686,999.0274736842106
304.7766206896552,1179.1427586206896
304.8144324324324,1256.873837837838
309.95300000000003,1210.1670000000001
316.23028301886796,1103.4943301886792
314.16305454545454,1150.1547272727273
324.53925,1175.6447500000002
324.135,1221.1986315789475
327.7286808510638,1063.1665531914894
332.03465217391306,1099.6750434782607
346.46411392405065,1221.1485379746834
338.95938461538464,1328.5973076923076
341.84181818181816,928.7727272727273
344.5598333333333,981.3556666666666
345.4454769230769,1314.851676923077
344.71113157894735,1278.5170263157895
353.619,1025.892
352.8932884615385,1041.7607307692308
353.0684347826087,1107.1784347826087
358.3133784860558,1361.6569003984064
356.4456,1009.0668
365.827875,1124.2543295454545
356.769,1006.362
364.10563636363634,1388.9014363636363
365.9796,1052.2512000000002
364.93136842105264,1189.5858947368422
369.37811842105265,1234.4228289473685
366.44058620689657,1335.4088275862068
374.8816886227545,1250.4383353293415
373.9789792531121,1289.685286307054
373.46504132231405,972.1462314049587
370.7874545454545,992.9716363636363
371.8104923076923,1319.241323076923
386.39636446469245,1278.3173576309796
373.968,1043.469
375.837,951.573
387.10779545454545,1211.4771136363638
378.476,1000.972
384.3233333333334,1017.3706666666667
388.2478873994638,1331.5740804289544
382.22352,1173.06
388.0998202247191,1314.1254943820225
388.32658064516124,1048.8781935483871
395.38944827586204,1129.3067172413794
393.2545909090909,226.14995454545453
401.08119665271965,251.0378661087866
412.77707955936353,1238.6043671970624
398.808,1393.11
402.7899661016949,1312.3935762711865
405.2294759358289,1298.73792513369
407.5188813559322,197.2142033898305
409.32230769230773,929.178923076923
412.7512247191011,281.1399775280899
414.4410576923077,979.4723076923077
413.00652272727274,1364.5542272727273
411.42033333333336,1262.877
413.952,1324.589
415.05043404255315,1425.447114893617
416.0137935483871,962.1595741935485
414.56989830508473,884.5114576271186
423.27052173913046,217.5855652173913
421.5993409090909,1011.3132272727272
429.8472972972973,189.37800000000001
418.95,908.2903846153847
427.61687500000005,1264.89825
437.48709125475284,261.1457794676806
426.31367441860465,891.0251162790697
425.5899622641509,1309.2707547169812
428.1308181818182,996.406090909091
426.6440425531915,1111.8079148936172
429.06359999999995,1240.2292
436.1004688995215,1053.2008421052633
432.41663414634144,1175.727512195122
436.78231578947367,1279.2514736842106
432.03888,1321.4124000000002
432.5983846153846,1421.049
435.078,292.0365
436.2914769230769,912.6664615384615
437.5354532374101,1336.249035971223
437.4114705882353,979.3658823529413
436.8168,175.36679999999998
438.4058823529412,1090.5151764705884
436.8305454545454,1170.1333636363638
451.51395461912483,1211.7307682333874
442.56944117647055,1312.8699705882352
441.5292,1015.6944
446.84436363636365,947.5887272727272
444.0601988950276,1193.4532044198895
447.68097637795273,304.1511023622047
445.2802941176471,1125.873
450.0068644067797,1254.490525423729
447.80400000000003,192.78
448.70589473684214,1424.9870526315788
451.6993384615385,1456.182
448.1762727272727,1468.53
451.28412000000003,893.05146
458.92436065573776,174.78540983606555
458.28208695652177,987.4565217391304
449.82,195.804
450.702,191.394
457.28364705882353,291.9049411764706
457.0677391304348,1171.6027826086956
456.6973670886076,1342.872911392405
